handle,maintainer-email,name,provider-homepage,provider-institution,provider-name,template-type
RePEc:beb:wpbels,fatma.aslan@bilgi.edu.tr,BELIS Working Papers,http://belis.bilgi.edu.tr,RePEc:edi:bebiltr,"BELIS, Istanbul Bilgi University",ReDIF-Series 1.0
RePEc:bec:imsber,ber@imsciences.edu.pk,Business & Economic Review,http://www.imsciences.edu/ber/,RePEc:edi:imspepk,"Institute of Management Sciences, Peshawar, Pakistan",ReDIF-Series 1.0
RePEc:bed:artcls,bjes@beder.edu.al,Articles,http://www.bjes.beder.edu.al/RePEc/bed,RePEc:bed,"Beder University, Department of Educational Sciences",ReDIF-Series 1.0
RePEc:bef:lsbest,ls-bester@wiwiss.fu-berlin.de,Departmental Working Papers,,RePEc:edi:fwfubde,,ReDIF-Series 1.0
RePEc:beh:JBEPv1,journal@sabeconomics.org,Journal of Behavioral Economics for Policy,http://sabeconomics.org/,RePEc:edi:sabeeea,Society for the Advancement of Behavioral Economics (SABE),ReDIF-Series 1.0
RePEc:bei:00bewp,ro.meyer@jacobs-university.de,Bremen Energy Working Papers,http://b-e-r.user.jacobs-university.de/,,Bremen Energy Research,ReDIF-Series 1.0
RePEc:bej:issued,jrbn@decon.ufpe.br,Brazilian Electronic Journal of Economics,,,,ReDIF-Series 1.0
RePEc:bel:ppaper,beroc@beroc.by,BEROC Policy Paper Series,http://www.beroc.by,RePEc:edi:berocby,Belarusian Economic Research and Outreach Center (BEROC),ReDIF-Series 1.0
RePEc:beo:ekidpr,petricg@ekof.bg.ac.rs,Ekonomske ideje i praksa,http://www.ekof.bg.ac.rs/,RePEc:edi:efbeoyu,"Faculty of Economics, University of Belgrade",ReDIF-Series 1.0
RePEc:bep:itfapp,baum@bc.edu,International Trade and Finance Association Conference Papers,http://www.law.uconn.edu/,RePEc:edi:itfaeea,International Trade and Finance Association,ReDIF-Series 1.0
RePEc:ber:bertw1,tw@berlecon.de,Berlecon Research Papers,,,,ReDIF-Series 1.0
RePEc:bes:amstat,baum@bc.edu,The American Statistician,http://www.amstat.org/publications/tas/index.cfm?fuseaction=main,,American Statistical Association,ReDIF-Series 1.0
RePEc:bfe:wpsbfi,bfi@bandungfe.net,Departmental Working Papers,http://bandungfe.net,RePEc:edi:banfeid,Bandung Fe Institute,ReDIF-Series 1.0
RePEc:bfi:wpaper,bfi@uchicago.edu,Working Papers,http://bfi.uchicago.edu/,RePEc:edi:mfichus,Becker Friedman Institute for Research In Economics,ReDIF-Series 1.0
RePEc:bfr:rueban,labolog@banque-france.fr,Rue de la Banque,,RePEc:edi:bdfgvfr,Banque de France,ReDIF-Series 1.0
RePEc:bge:wpaper,bruno.guallar@barcelonagse.eu,Working Papers,http://www.barcelonagse.eu,RePEc:edi:bargses,Barcelona Graduate School of Economics,ReDIF-Series 1.0
RePEc:bgu:wpaper,aamer@bgu.ac.il,Working Papers,http://www.bgu.ac.il/econ,RePEc:edi:edbguil,"Ben-Gurion University of the Negev, Department of Economics",ReDIF-Series 1.0
RePEc:bic:rpaper,lelde@biceps.org,SSE Riga/BICEPS Research Papers,http://www.sseriga.edu,RePEc:edi:biceplv,Stockholm School of Economics in Riga (SSE Riga),ReDIF-Series 1.0
RePEc:bie:wpaper,bettina.weingarten@uni-bielefeld.de,Center for Mathematical Economics Working Papers,http://www.imw.uni-bielefeld.de/,RePEc:edi:imbiede,"Center for Mathematical Economics, Bielefeld University",ReDIF-Series 1.0
RePEc:bil:wpaper,cavit.pakel@bilkent.edu.tr,Working Papers,http://econ.bilkent.edu.tr,RePEc:edi:debiltr,"Department of Economics, Bilkent University",ReDIF-Series 1.0
RePEc:bin:indiap,jambrosino@brookings.edu,India Policy Forum,http://www.brookings.edu/global/India-Policy-Forum.aspx,RePEc:edi:brookus,"Global Economy and Development Program, The Brookings Institution",ReDIF-Series 1.0
RePEc:bir:birmec,c.rowat@bham.ac.uk,Discussion Papers,http://www.economics.bham.ac.uk,RePEc:edi:debhauk,"Department of Economics, University of Birmingham",ReDIF-Series 1.0
RePEc:bis:bisifc,webmaster@bis.org,IFC Bulletins chapters,http://www.bis.org/,RePEc:edi:bisssch,Bank for International Settlements,ReDIF-Series 1.0
RePEc:bit:bsrysr,peter.golla@degruyter.com,Business Systems Research,https://www.degruyter.com,,De Gruyter Open,ReDIF-Series 1.0
RePEc:biu:wpaper,biuecon@mail.biu.ac.il,Working Papers,http://econ.biu.ac.il,RePEc:edi:debaril,"Department of Economics, Bar-Ilan University",ReDIF-Series 1.0
RePEc:biw:bookli,mizhifu@126.com,CEEP-BIT Books,http://www.ceep.net.cn/english/,RePEc:edi:cebitcn,"Center for Energy and Environmental Policy Research (CEEP), Beijing Institute of Technology",ReDIF-Series 1.0
RePEc:bkr:wpaper,dip_bulletin@mail.cbr.ru,Bank of Russia Working Paper Series,,RePEc:edi:cbrgvru,Bank of Russia,ReDIF-Series 1.0
RePEc:bku:doctra,biblio@bcu.gub.uy,Documentos de trabajo,http://www.bcu.gub.uy,RePEc:edi:bcugvuy,Banco Central del Uruguay,ReDIF-Series 1.0
RePEc:bla:worlde,baum@bc.edu,The World Economy,http://www.blackwellpublishing.com/journal.asp?ref=0378-5920,repec:edi:essaaea,Wiley Blackwell,ReDIF-Series 1.0
RePEc:blg:pefels,eduard.stoica@ulbsibiu.ro,Procedia Economics and Finance,,RePEc:edi:feulbro,"Lucian Blaga University of Sibiu, Faculty of Economic Sciences",ReDIF-Series 1.0
RePEc:bli:wpaper,baris.soybilgen@bilgi.edu.tr,Working Papers,https://cefis.bilgi.edu.tr,RePEc:edi:cfbiltr,"The Center for Financial Studies (CEFIS), Istanbul Bilgi University",ReDIF-Series 1.0
RePEc:bls:wpaper,ecwrkpap@bls.gov,Working Papers,https://www.bls.gov,RePEc:edi:blsgvus,U.S. Bureau of Labor Statistics,ReDIF-Series 1.0
RePEc:blv:journl,revistadeanalisis@bcb.gob.bo,Revista de An·lisis del BCB,https://www.bcb.gob.bo/,RePEc:edi:bcbgvbo,Banco Central de Bolivia,ReDIF-Series 1.0
RePEc:BME:wpaper,opus-support@bath.ac.uk,Realising Transition Pathways,http://www.realisingtransitionpathways.org.uk/,RePEc:edi:debatuk,"Realising Transition Pathways, University of Bath",ReDIF-Series 1.0
Repec:bmo:bmoart,omay.tolga@gmail.com,Econometrics Letters,http://www.econometricsletters.com,,Bilimsel Mektuplar Organizasyonu (Scientific letters),ReDIF-Series 1.0
RePEc:bng:wpaper,h.e.hughes@bangor.ac.uk,Working Papers,http://www.bangor.ac.uk/business/research/,RePEc:edi:sabanuk,"Bangor Business School, Prifysgol Bangor University (Cymru / Wales)",ReDIF-Series 1.0
RePEc:bno:worpap,webmaster@norges-bank.no,Working Paper,,RePEc:edi:nbgovno,Norges Bank,ReDIF-Series 1.0
RePEc:bnr:wpaper,president@bangladeshstudies.org,Bangladesh Development Research Working Paper Series (BDRWPS),http://www.bangladeshstudies.org/,RePEc:edi:brdccus,Bangladesh Development Research Center (BDRC),ReDIF-Series 1.0
RePEc:bnu:journl,nature_us@ukr.net,Balanced Nature Using,,RePEc:edi:iaeemua,Institute of agroecology and environmental management,ReDIF-Series 1.0
RePEc:bny:wpaper,kristine.e.vegard@bi.no,Working Papers,http://www.bi.no/camp/,RePEc:edi:cambino,"Centre for Applied Macro- and Petroleum economics (CAMP), BI Norwegian Business School",ReDIF-Series 1.0
RePEc:boc:dsug17,baum@bc.edu,German Stata Users' Group Meetings 2017,http://www.stata.com/meeting/germany17,RePEc:edi:stataea,Stata Users Group,ReDIF-Series 1.0
RePEc:boe:qbullt,mapublications@bankofengland.co.uk,Bank of England Quarterly Bulletin,http://www.bankofengland.co.uk/,RePEc:edi:boegvuk,Bank of England,ReDIF-Series 1.0
RePEc:bof:bofism,research@bof.fi,Scientific Monographs,http://www.suomenpankki.fi/en/,RePEc:edi:bofgvfi,Bank of Finland,ReDIF-Series 1.0
RePEc:bog:ebooks,ctsochatzi@bankofgreece.gr,Publications,http://www.bankofgreece.gr,RePEc:edi:boggvgr,Bank of Greece,ReDIF-series 1.0
RePEc:boh:actaub,acta@ef.jcu.cz,Acta Universitatis Bohemiae Meridionales,http://acta.ef.jcu.cz/,RePEc:edi:efjcucz,University of South Bohemia in Ceske Budejovice,ReDIF-Series 1.0
RePEc:boj:bojlab,prd.hp-mds@boj.or.jp,Bank of Japan Research Laboratory Series,http://www.boj.or.jp/,RePEc:edi:bojgvjp,Bank of Japan,ReDIF-Series 1.0
RePEc:bol:bodewp,dse.info@unibo.it,Working Papers,http://www.dse.unibo.it,RePEc:edi:sebolit,"Dipartimento Scienze Economiche, Universita' di Bologna",ReDIF-Series 1.0
RePEc:bom:ieewps,iee-library@ruhr-uni-bochum.de,IEE Working Papers,http://www.development-research.org/,RePEc:edi:iebocde,"Institut fuer Entwicklungsforschung und Entwicklungspolitik, Ruhr-Universitaet Bochum",ReDIF-Series 1.0
RePEc:bon:bonedp,info.bgse@uni-bonn.de,Bonn Econ Discussion Papers,http://www.bgse.uni-bonn.de,,"University of Bonn, Germany",ReDIF-Series 1.0
RePEc:bor:bifeca,ahmet.palu@borsaistanbul.com,BIFEC Book of Abstracts & Proceedings,http://www.borsaistanbul.com,RePEc:edi:rdisetr,"Research and Business Development Department, Borsa Istanbul",ReDIF-Series 1.0
RePEc:bos:iedwpr,gjgurish@bu.edu,Boston University - Department of Economics - The Institute for Economic Development Working Papers Series,http://www.bu.edu/econ/,RePEc:edi:decbuus,Boston University - Department of Economics,ReDIF-Series 1.0
RePEc:bot:rivsta,stat.journal@unibo.it,Statistica,http://www.stat.unibo.it,RePEc:edi:dsbolit,"Department of Statistics, University of Bologna",ReDIF-Series 1.0
RePEc:bou:wpaper,lutfu.gozgucu@boun.edu.tr,Working Papers,http://www.econ.boun.edu.tr/,RePEc:edi:deboutr,"Bogazici University, Department of Economics",ReDIF-Series 1.0
RePEc:boz:journl,lutfu.gozgucu@boun.edu.tr,"Bogazici Journal, Review of Social, Economic and Administrative Studies",http://www.bujournal.boun.edu.tr,RePEc:edi:deboutr,"Bogazici University, Department of Economics",ReDIF-Series 1.0
RePEc:bpi:revpad,becheru.petru.ioan@gmail.com,Revista pƒÉdurilor,http://www.revistapadurilor.ro/,,redac»õia Revistei pƒÉdurilor,ReDIF-Series 1.0
RePEc:bpj:touwis,peter.golla@degruyter.com,Zeitschrift f√ºr Tourismuswissenschaft,https://www.degruyter.com,,De Gruyter,ReDIF-Series 1.0
RePEc:bra:journl,bogdan@edusoft.ro,"BRAND. Broad Research in Accounting, Negotiation, and Distribution",http://brand.edusoft.ro,,EduSoft Publishing,ReDIF-Series 1.0
RePEc:brc:brccej,cristina_ganescu@yahoo.com,Contemporary Economy Journal,http://www.univcb.ro/,,Constantin Brancoveanu University,ReDIF-Series 1.0
RePEc:brd:wpaper,lesliey@brandeis.edu,Working Papers,http://www.brandeis.edu/economics/,RePEc:edi:gsbraus,"Brandeis University, Department of Economics and International Businesss School",ReDIF-Series 1.0
RePEc:bre:simpap,communication@bruegel.org,SIMPATIC Working Papers,http://www.bruegel.org,RePEc:edi:bruegbe,Bruegel,ReDIF-Series 1.0
RePEc:brf:journl,laurini@fearp.usp.br,Brazilian Review of Finance,,,Brazilian Society of Finance,ReDIF-Series 1.0
RePEc:brg:newwpa,aisberg@unibg.it,Working Papers (2013-),http://www.unibg.it/struttura/en_struttura.asp?cerca=en_dse_intro,RePEc:edi:deberit,"University of Bergamo, Department of Management, Economics and Quantitative Methods",ReDIF-Series 1.0
RePEc:brh:wpaper,aisberg.depositor@unibg.it,Working Papers,http://www.unibg.it/struttura/en_struttura.asp?cerca=en_dige_intro,RePEc:edi:diberit,"Department of Economics and Technology Management, University of Bergamo",ReDIF-Series 1.0
RePEc:bri:accfin,jon.temple@bristol.ac.uk,Bristol Accounting and Finance Discussion Papers,,RePEc:edi:debriuk,"School of Economics, Finance, and Management, University of Bristol, UK",ReDIF-Series 1.0
RePec:brk:wpaper,jfl@brocku.ca,Working Papers,https://brocku.ca/economics/,RePEc:edi:debroca,"Brock University, Department of Economics",ReDIF-Series 1.0
RePEc:brn:wpaper,roconnor@barnard.edu,Working Papers,http://www.econ.barnard.columbia.edu/,RePEc:edi:edclbus,"Barnard College, Department of Economics",ReDIF-Series 1.0
RePEc:bro:econwp,Eric_Scantlebury@brown.edu,Working Papers,,,"Brown University, Department of Economics",ReDIF-Series 1.0
RePEc:brs:wpaper,lpovoa@unb.br,Working  papers - Textos para Discussao do Departamento de Economia da Universidade de Brasilia,http://e-groups.unb.br/face/eco/,RePEc:edi:deunbbr,Departamento de Economia da Universidade de Brasilia,ReDIF-Series 1.0
RePEc:brt:depwps,martinlabaj@gmail.com,Department of Economic Policy Working Paper Series,https://nhf.euba.sk/katedry/katedra-hospodarskej-politiky/oznamy,RePEc:edi:khnfesk,"Department of Economic Policy, Faculty of National Economy, University of Economics in Bratislava",ReDIF-Series 1.0
RePEc:bru:bruedp,John.Hunter@brunel.ac.uk,Economics and Finance Discussion Papers,,,"Economics and Finance Section, School of Social Sciences, Brunel University",ReDIF-Series 1.0
RePEc:brv:almnch,martin.grancay@euba.sk,Almanach (Actual Issues in World Economics and Politics),http://fmv.euba.sk,RePEc:edi:eubaask,"Ekonomick√° univerzita, Fakulta medzin√°rodn√Ωch vz≈•ahov",ReDIF-Series 1.0
,,,,,,
RePEc:bss:wpaper,ben.jann@soz.unibe.ch,University of Bern Social Sciences Working Papers,http://www.sowi.unibe.ch/,,"University of Bern, Department of Social Sciences",ReDIF-Series 1.0
RePEc:bsu:wpaper,tliu@bsu.edu,Working Papers,http://www.bsu.edu/econ,RePEc:edi:debsuus,"Ball State University, Department of Economics",ReDIF-Series 1.0
RePEc:bth:wpaper,pornpinc@bot.or.th,Working Papers,http://www.bot.or.th/,RePEc:edi:botgvth,"Monetary Policy Group, Bank of Thailand",ReDIF-Series 1.0
RePEc:btx:wpaper,dongxian.guo@sbs.ox.ac.uk,Working Papers,http://www.sbs.ox.ac.uk/ideas-impact/tax/,RePEc:edi:sbsoxuk,Oxford University Centre for Business Taxation,ReDIF-Series 1.0
RePEc:buc:jpredm,vmatheso@holycross.edu,Journal of Prediction Markets,http://www.ubpl.co.uk/,,University of Buckingham Press,ReDIF-Series 1.0
,,,,,,
,,,,,,
RePEc:bui:rosgfb,barbarac@brandeis.edu,Rosenberg Global Financial Briefs,http://www.brandeis.edu/global/about/centers/rosenberg/global-briefs.html,RePEc:edi:igbraus,"Brandeis University, Rosenberg Institute of Global Finance, International Businesss School",ReDIF-Series 1.0
RePEc:bus:wpaper,cojanu@ase.ro,Working Papers,http://www.cercetare.rei.ase.ro/ccrei-working-paper-series,RePEc:edi:aseeero,"Bucharest Academy of Economic Studies, Research Center in International Business and Economics (RCIBE)",ReDIF-Series 1.0
RePEc:but:ijhefa,contact@olteanucosmin.ro,The International Journal of Health Economics - IJHE,http://www.faa.ro,RePEc:edi:faaubro,"Faculty of Business and Administration, University of Bucharest",ReDIF-Series 1.0
RePEc:bwd:wpaper,eweston@bowdoin.edu,Working Papers,http://www.bowdoin.edu/economics/,RePEc:edi:debowus,"Bowdoin College, Department of Economics",ReDIF-Series 1.0
RePEc:bwp:esidwp,esid@manchester.ac.uk,Effective States and Inclusive Development Working Paper Series,http://www.gdi.manchester.ac.uk/,RePEc:edi:wpmanuk,"BWPI, The University of Manchester",ReDIF-Series 1.0
RePEc:bwu:eiiwdp,frhoff@uni-wuppertal.de,EIIW Discussion paper,http://elpub.bib.uni-wuppertal.de,,"Universit‰tsbibliothek Wuppertal, University Library",ReDIF-Series 1.0
RePEc:bxr:bxrceb,bpauwels@ulb.ac.be,Brussels Economic Review,http://difusion.ulb.ac.be,RePEc:edi:dulbebe,ULB -- Universite Libre de Bruxelles,ReDIF-Series 1.0
RePEc:byu:byumcl,kerk_phillips@byu.edu,BYU Macroeconomics and Computational Laboratory Working Paper Series,https://economics.byu.edu/Pages/MacroLab/Home.aspx,RePEc:edi:debyuus,"Brigham Young University, Department of Economics, BYU Macroeconomics and Computational Laboratory",ReDIF-Series 1.0
RePEc:bzn:wpaper,alessandro.fedele@unibz.it,BEMPS - Bozen Economics & Management  Paper Series,https://www.unibz.it/en/faculties/economics-management/research/,RePEc:edi:feubzit,Faculty of Economics and Management at the Free University of Bozen,ReDIF-Series 1.0
RePEc:cab:wpaefr,carfib@yahoo.com,Advances in Economic and Financial Research - DOFIN Working Paper Series,http://www.dofin.ase.ro/carfib/,RePEc:edi:caasero,"Bucharest University of Economics, Center for Advanced Research in Finance and Banking - CARFIB",ReDIF-Series 1.0
RePEc:cae:caerpp,vr0j@umn.edu,Centro de Analisis y Estudios Rios Perez (CAERP),,,,ReDIF-Series 1.0
repec:caf:usqcaf,kumarj@usq.edu.au,Banking & Finance Conference Papers,http://www.usq.edu.au/faculty/commerce/cafi,,Centre for Australian Financial Institutions,ReDIF-Series 1.0
RePEc:cai:teeldc,operations@cairn.info,Travail et Emploi,http://www.cairn.info/revue-travail-et-emploi.htm,,La Documentation FranÁaise,ReDIF-Series 1.0
RePEc:cam:camafp,jd419@cam.ac.uk,Accounting and Finance Discussion Papers,http://www.econ.cam.ac.uk/,,"Faculty of Economics, University of Cambridge",ReDIF-Series 1.0
RePEc:can:series,patricia.santana106@estudiantes.ulpgc.es,Documentos de trabajo conjunto ULL-ULPGC,,,Facultad de Ciencias EconÛmicas de la ULPGC,ReDIF-Series 1.0
RePEc:cap:mpaper,rgoncalves@porto.ucp.pt,Working Papers de Gest„o (Management Working Papers),,RePEc:edi:feucppt,"CatÛlica Porto Business School, Universidade CatÛlica Portuguesa",ReDIF-Series 1.0
RePEc:caq:j950IX,rivisteweb@mulino.it,Economia & lavoro,https://www.rivisteweb.it/,,Carocci editore,ReDIF-Series 1.0
RePEc:car:ciorup,sabrina.robineau@carleton.ca,Carleton Industrial Organization Research Unit (CIORU),,,"Carleton University, Department of Economics",ReDIF-Series 1.0
,,,,,,
RePEc:cat:dtecon,benjamin.jara@ucn.cl,Documentos de Trabajo en Economia y Ciencia Regional,http://www.idearucn.com,RePEc:edi:ieucncl,"Universidad Catolica del Norte, Chile, Department of Economics",ReDIF-Series 1.0
RePEc:cau:wpaper,caer@cau.edu.cn,Working Papers,http://www.cau.edu.cn/cem/,RePEc:edi:cecaucn,"China Agricultural University, College of Economics and Management",ReDIF-Series 1.0
RePEc:cav:cavwpp,soniapina@cesa.iseg.ulisboa.pt,CEsA Working Papers,http://pascal.iseg.utl.pt/~cesa/,RePEc:edi:isutlpt,"CEsA - Center of African, Asian and Latin American Studies",ReDIF-Series 1.0
RePEc:cba:wpaper,Peter.Trueman@natsem.canberra.edu.au,NATSEM Working Paper Series,http://www.natsem.canberra.edu.au/,RePEc:edi:natseau,"University of Canberra, National Centre for Social and Economic Modelling",ReDIF-Series 1.0
RePEc:cbe:dpaper,senaj@rrz.sk,Discussion Papers,http://www.rozpoctovarada.sk/eng/rozpocet/146/discussion-papers,RePEc:edi:rrzbrsk,Council for Budget Responsibility,ReDIF-Series 1.0
RePEc:cbi:ecolet,fiona.farrelly@centralbank.ie,Economic Letters,http://www.centralbank.ie,RePEc:edi:cbigvie,Central Bank of Ireland,ReDIF-Series 1.0
RePEc:cbk:journl,publications@cbcg.me,Journal of Central Banking Theory and Practice,http://www.cbcg.me/eng/index.php?bl=journal,RePEc:edi:cbmgvme,Central bank of Montenegro,ReDIF-Series 1.0
RePEc:cbo:report,communications@cbo.gov,Reports,https://www.cbo.gov,RePEc:edi:cbogvus,Congressional Budget Office,ReDIF-Series 1.0
RePEc:cbr:cbrwps,online@jbs.cam.ac.uk,Working Papers,http://www.cbr.cam.ac.uk,,"Centre for Business Research, University of Cambridge",ReDIF-Series 1.0
RePEc:cbt:econwp,albert.yee@canterbury.ac.nz,Working Papers in Economics,http://www.econ.canterbury.ac.nz,RePEc:edi:decannz,"University of Canterbury, Department of Economics and Finance",ReDIF-Series 1.0
RePEc:cbu:jrnlju,fsjdreptucb@gmail.com,Annals - Juridical Science Series,http://www.utgjiu.ro/fsj/,RePEc:edi:fetgjro,"Constantin Brancusi University, Faculty of Juridical Sciences",ReDIF-Series 1.0
RePEc:cca:wchild,giovanni.bert@carloalberto.org,CHILD Working Papers Series,http://www.carloalberto.org/child-collegiocarloalberto/,RePEc:edi:chccait,"Centre for Household, Income, Labour and Demographic Economics (CHILD) - CCA",ReDIF-Series 1.0
RePEc:ccb:jrpapr,Maria.Brady@bankofengland.co.uk,Joint Research Papers,http://www.bankofengland.co.uk/education/Pages/ccbs/default.aspx,RePEc:edi:ccbgvuk,"Centre for Central Banking Studies, Bank of England",ReDIF-Series 1.0
RePEc:ccc:wpaper,aa596@cam.ac.uk,4CMR Working Paper Series,http://www.4cmr.group.cam.ac.uk/,RePEc:edi:cccamuk,"University of Cambridge, Department of Land Economy, Cambridge Centre for Climate Change Mitigation Research",ReDIF-Series 1.0
